class,normalization,logarithm,differences,algorithm,hyper_parameters,precision,recall,f1_score,method,variance_threshold,accuracy
NO_EXOPLANETS,0,0,1,Logistic Regression,"{'C': 100, 'l1_ratio': 0, 'max_iter': 100000, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",1.0,1.0,1.0,features,,1.0
EXOPLANETS,0,0,1,Logistic Regression,"{'C': 100, 'l1_ratio': 0, 'max_iter': 100000, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",1.0,1.0,1.0,features,,1.0
NO_EXOPLANETS,0,0,1,Logistic Regression,"{'C': 100, 'l1_ratio': 0.5, 'max_iter': 100000, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",1.0,1.0,1.0,features,,1.0
EXOPLANETS,0,0,1,Logistic Regression,"{'C': 100, 'l1_ratio': 0.5, 'max_iter': 100000, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",1.0,1.0,1.0,features,,1.0
NO_EXOPLANETS,0,0,1,Logistic Regression,"{'C': 100, 'l1_ratio': 1, 'max_iter': 100000, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",1.0,1.0,1.0,features,,1.0
EXOPLANETS,0,0,1,Logistic Regression,"{'C': 100, 'l1_ratio': 1, 'max_iter': 100000, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",1.0,1.0,1.0,features,,1.0
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",0.99647,1.0,0.99823,features,,0.99649
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",1.0,0.6,0.75,features,,0.99649
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",0.99647,1.0,0.99823,features,,0.99649
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",1.0,0.6,0.75,features,,0.99649
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'kd_tree', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",0.99647,1.0,0.99823,features,,0.99649
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",1.0,0.6,0.75,features,,0.99649
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,K-Nearest Neighbours,"{'algorithm': 'brute', 'n_jobs': -1, 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.99823,1.0,0.99912,features,,0.99825
EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",1.0,0.8,0.88889,features,,0.99825
NO_EXOPLANETS,0,0,1,Random Forest,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.99823,1.0,0.99912,features,,0.99825
